#a,b
0.98412,-0.47483
1.24297,2.55809
-1.17656,-0.10719
1.05522,-1.83564
2.10918,2.05173
-1.20932,0.56507
1.87701,-1.72643
2.21163,1.21365
-0.93546,-0.47792
1.03815,-0.98087
1.78617,1.85396
-1.18004,0.19724
1.06373,-1.08385
2.01875,2.20128
-1.30573,-0.88091
0.00040,-0.06527
0.69618,1.69052
-0.00855,0.65292
1.80183,-0.83550
2.40730,1.85091
-1.20873,-0.64659
1.60523,-0.79904
1.86449,2.26817
-0.55748,0.40733
-0.12367,-1.24612
1.56408,1.97017
-0.98466,-0.05405
0.56627,-0.52616
2.15644,2.69022
-0.23143,0.76832
0.32712,-2.15391
2.69077,2.27796
-2.13653,1.25881
1.26595,-0.32557
2.02062,2.01857
-0.97652,-0.00603
0.61465,-1.25831
1.44897,1.54493
-0.06739,2.22802
1.10864,-1.02525
1.77207,2.31038
-1.55038,-0.97834
0.51513,0.52706
2.71553,1.40495
-1.98711,0.31301
0.84283,-1.11236
1.59890,1.63479
-2.34713,-0.14970
0.57466,-1.07510
1.71953,1.60546
-1.36462,-0.01251
0.78342,-0.85375
1.83521,2.36944
-1.04727,0.35433
0.97364,-0.94597
2.24902,1.35308
-0.13255,0.08498
0.85223,-0.86631
2.64575,3.42089
0.18549,-0.22623
0.32848,-1.76192
1.93902,2.20788
0.06729,-0.64544
1.88110,0.97614
1.46130,2.33418
-1.37978,0.67490
1.00661,-2.94285
2.91753,2.84020
-0.87732,-0.62780
0.94612,-1.49762
1.92433,2.15330
-2.10439,0.00555
1.00461,-0.52842
2.56612,1.94562
-1.31449,0.63221
2.12962,-1.26883
2.37972,1.32519
-3.03727,-0.47371
1.13124,-1.00291
2.12800,1.99424
-1.00838,-0.01228
0.95364,-0.95147
1.91982,3.32639
-0.83770,-0.49200
1.33494,-0.04557
0.64047,1.98520
0.50207,-0.34135
2.77874,-1.64753
2.15469,3.04850
-1.51294,0.33651
0.80124,-1.08987
2.94763,0.75296
-0.44276,-0.20621
1.32200,-0.89147
3.16152,2.59041
-1.18488,1.25057
0.93726,-0.72893
2.40321,1.60826
-1.41767,0.09322
1.31441,-1.33595
1.75332,2.11997
0.39785,1.54618
2.54731,1.28664
2.24980,2.79600
-1.12614,0.05823
2.20000,-0.58120
2.26523,0.75503
-0.91603,-0.08000
1.69716,-1.62207
3.08681,1.24808
-0.44883,-0.41448
1.73146,0.56144
1.80111,1.65712
-2.01577,-0.60272
1.00807,-1.00325
2.00542,2.11762
-0.84789,0.05351
1.12091,-1.22142
2.31794,1.66477
-1.36401,-0.73365
1.45548,-0.92547
1.20482,0.02089
0.36318,0.01658
0.13958,-2.10950
2.18812,0.67071
-2.33226,-0.29464
-0.19754,0.97217
1.47156,1.50957
-1.62513,0.20317
-1.15816,-0.63502
2.77584,2.85930
-0.51653,-0.19197
0.60055,-2.08085
1.80668,3.37687
-0.94696,-0.01452
0.68992,-0.91791
3.72599,2.55493
0.36069,-0.17810
1.87687,-0.37877
1.54819,2.33639
-1.16934,0.74761
1.41523,0.38295
1.27111,2.04203
-0.74243,0.21618
-0.03474,-2.33646
1.83641,3.00175
0.19506,1.45551
0.34114,-0.89622
1.65741,1.47235
-0.13151,-0.33742
0.85514,-1.07544
2.11623,2.24340
-1.57786,1.23027
0.63111,-1.43448
2.60494,1.97958
-0.00993,1.11070
1.79048,-0.47628
2.13774,1.83531
-0.23201,1.37713
1.14081,-1.74923
2.47915,2.30296
-1.04374,-0.20862
0.29479,-0.73851
2.24241,1.96822
-1.06910,-0.20971
-0.15634,-0.88004
2.14276,0.95403
-3.41177,-0.12062
1.15845,-1.05026
2.01611,1.69242
-0.67318,0.11397
0.68440,-0.56309
1.56794,0.99912
-0.34343,-1.10696
0.96704,-0.62044
2.44290,1.99987
-1.68655,0.93649
2.87782,-0.31932
2.39776,2.47987
-0.62816,-0.62163
0.93754,-1.99512
4.31680,2.32267
-0.93383,-0.26698
1.04234,-1.12538
1.81745,1.70369
-0.17407,0.17638
1.50786,-1.69299
2.95262,1.55439
-3.33379,-0.63841
0.20904,-0.00961
1.90907,2.06139
-1.47382,-0.39689
1.55683,-2.20610
0.88493,1.62610
-1.09793,-0.77531
1.36107,-1.36934
2.59189,1.35926
-1.05044,-0.24903
-0.18070,-0.81714
2.02022,1.28231
-0.10917,-0.32755
1.29868,-1.35884
1.89915,3.19106
-1.00034,0.14830
1.00071,-1.00952
2.18291,1.84534
-0.21396,-0.55789
1.88136,0.09270
2.81116,1.52508
-1.36897,-0.22174
0.17525,-2.07036
2.82141,1.95299
-0.51032,0.29293
1.16665,0.13537
2.25119,1.65441
-0.86824,0.16764
1.03337,-0.61443
2.01995,1.99018
-0.76606,-0.06848
1.03268,-0.97173
2.62758,0.56129
-1.30985,-0.73882
2.94784,-1.42555
1.99255,1.86802
-0.63099,-0.99228
0.96802,-0.95434
0.78763,3.32068
-0.49888,0.47440
1.12477,-1.63650
1.83166,1.56220
-1.08700,0.03685
0.15689,-0.89127
2.49038,2.14266
-0.99858,0.01490
0.15655,-1.69071
2.53802,1.37638
-0.21547,-1.43898
-0.20927,-2.53025
2.02706,2.24378
0.54874,0.28836
1.50835,-0.60010
-0.19296,2.53212
0.86151,0.89062
1.52459,-2.44984
2.00459,1.89166
0.41523,-0.81036
0.61558,-0.35888
2.02950,0.76695
-0.40581,0.67567
0.53159,-1.49094
1.46300,1.32600
-0.62367,0.33630
-0.01861,-0.30638
1.24333,1.73107
-1.04505,-0.39405
1.04711,-1.02120
2.46494,3.14921
-1.00755,-0.05982
1.27921,-1.62249
1.36965,2.61866
-1.55132,-0.33905
0.65489,-1.75810
0.53992,3.48820
-0.20033,0.26580
0.87840,-0.68863
3.28414,1.35177
-0.86394,-0.88170
1.21517,-0.86812
2.91254,1.37360
-1.36260,-0.75965
0.09734,-2.21768
1.19406,1.88936
-1.18604,0.10165
0.99608,-0.95318
2.46390,0.86362
-1.02679,0.01765
0.95858,-1.88078
2.00077,3.06548
-0.54120,-0.24656
1.59221,-1.58694
1.69685,2.22254
-1.43239,-0.33267
2.77872,-1.70181
1.97825,1.67834
-1.15829,-0.09881
0.19994,-2.19247
1.90229,2.05443
-0.95712,-0.48050
0.59231,-0.72745
1.35508,1.77539
-0.74301,-1.88294
1.27826,-1.01197
2.02277,2.00591
-0.68008,-0.91547
-1.72857,-2.69329
3.54172,2.07024
-0.93156,-0.10521
0.62236,-1.73386
1.66904,2.73421
-1.23189,0.02604
0.91443,-0.92908
1.13164,0.92809
0.70693,-0.77718
2.26065,-0.70348
1.99177,1.96462
-0.36324,-1.14103
1.14128,-0.91880
2.39955,2.05043
-2.77978,1.21918
0.66694,-1.15686
1.82099,1.35563
-1.13411,-0.03912
1.61751,-1.71305
2.29806,2.54648
-0.87832,-0.07642
1.39031,-0.90849
2.44499,1.78106
-1.01015,0.21218
0.92653,-0.65016
2.14088,1.17754
-2.38911,0.10785
-1.49460,-0.16942
0.99335,0.90970
-1.16690,-0.24620
0.61178,-0.63737
2.02908,0.91656
-0.64630,1.00556
0.95533,-0.96698
2.01493,1.46839
-0.84185,0.19281
1.01065,-1.72459
1.80665,2.40819
-1.49261,-0.77684
0.87316,-3.60002
2.04130,0.71571
-1.36785,-1.26411
0.35939,-1.38737
1.95097,2.04823
-0.82475,1.45305
1.57674,-0.68692
2.06552,2.47579
-0.60001,-0.03052
1.64106,-0.91636
2.26552,1.75089
-0.80126,-0.44784
2.62812,-1.01902
1.50117,1.60992
0.87071,1.39508
-0.34443,-1.32441
2.14378,3.43624
-1.97594,0.77973
0.50696,-1.59104
3.85886,3.17806
-1.36607,-1.31047
1.57345,-0.89132
2.43389,3.52058
-1.39721,1.33776
0.77700,-1.14880
1.61654,2.83363
-0.99779,0.00624
1.60983,0.20084
1.18565,2.99654
0.25254,0.09747
0.72593,-1.94956
2.14328,1.42388
-0.80117,-0.07748
1.88144,-2.31358
1.64804,2.63104
-3.00151,-0.95817
0.65704,-0.97692
1.22300,0.28764
-1.54248,-0.10412
0.94311,-0.12058
1.76501,2.87734
-1.09161,0.49815
0.99753,-1.00146
2.72606,1.88230
-2.59403,0.51462
0.61650,-0.98186
2.10241,1.09830
-1.37368,-0.36671
1.01029,-0.99418
2.21904,2.64780
0.19686,-0.86040
1.18826,-0.60287
2.30248,1.65028
-1.02601,-0.06987
0.42636,-0.19021
1.29113,3.68827
0.30351,-0.68561
1.46232,-2.14391
4.40670,1.84679
-1.44339,1.56835
1.04767,-0.95121
2.67203,3.24306
-1.18518,1.61533
0.85015,-1.23271
2.00585,2.90762
-1.11436,0.31972
1.70358,-0.00161
2.08721,2.15573
-0.77705,-0.30488
-0.02286,-0.46795
2.90464,1.22941
0.87388,1.20438
0.70282,-1.45958
2.67446,1.12274
-0.21352,-0.48759
0.94056,-1.06150
1.94301,1.95138
-1.26706,-0.52144
0.05051,0.03959
1.51340,2.06084
-2.89942,-0.03470
0.36796,-0.21642
2.27173,1.39203
-1.08691,-0.53899
1.24429,-1.51879
2.21987,2.27706
-0.94243,0.35033
1.10623,-0.64722
0.48518,2.57005
-1.44722,-0.65815
1.88799,-0.57554
1.86621,2.33054
-1.54871,-0.08948
1.11337,-0.49882
2.75006,2.83867
-1.57419,-0.52829
1.29965,-1.13454
2.41143,1.66089
0.23462,-2.47837
1.14762,-1.40344
2.73360,3.67230
-0.50055,0.53118
0.66262,-1.43770
1.66501,1.94523
-0.64482,-0.74765
0.86278,-2.47668
1.32139,2.85064
0.07931,-0.28493
-0.19101,0.02369
0.79609,1.22418
-1.22060,1.63302
1.25729,-0.96632
2.10412,1.92492
0.22582,0.46143
0.76129,-0.02646
1.90775,1.87411
0.17788,-1.62543
1.05467,-0.43222
1.49282,2.04980
-0.29625,0.47012
1.32762,-0.64084
1.83426,1.71751
-2.36237,-0.70100
1.00258,-1.00877
3.05062,1.52257
-1.97874,-0.31010
1.15938,-0.60795
1.41900,1.53633
-1.82444,0.06537
0.40584,-2.63494
1.58986,3.19890
-1.10634,0.05751
1.50947,-0.90273
2.42501,1.97140
-1.80430,0.00278
0.72201,-1.08540
1.15776,3.77725
-0.86267,0.68107
1.24249,-1.19616
0.95278,2.28568
-0.13729,0.10487
1.29811,-1.65157
1.72933,1.40910
-0.65109,-0.30925
1.01142,-1.12200
1.81877,4.46500
-1.73797,-0.86667
1.78874,0.33170
2.40666,1.79138
-1.42917,1.22163
0.89336,-0.99948
1.66410,2.13369
-0.51623,-0.10682
1.08670,-0.87763
1.92017,2.02958
-0.63826,-0.13227
1.00948,-0.14937
2.57254,1.92339
-1.00556,0.02082
0.74614,-0.13042
1.99211,1.99182
-1.23423,-0.29761
0.95854,-0.94685
1.56073,1.38264
0.01386,-0.82550
0.20677,-0.83418
2.48909,2.73797
-1.26095,0.22956
1.75969,-0.66811
2.00428,1.25189
-1.00011,0.00492
0.95856,0.05041
1.97187,2.02841
-0.21681,-0.07286
1.11873,-1.61106
3.59368,1.91984
-0.42799,1.04901
1.58165,-0.75188
2.77069,2.00715
-0.90913,-0.44309
-0.11338,-1.75202
1.04921,2.40595
-1.26677,-0.36954
2.55342,-1.55737
3.65202,1.01308
-0.72120,0.10338
0.86869,-3.05057
1.74900,2.16829
-0.71143,0.57789
1.83768,-2.50946
1.89634,2.97808
-0.96822,0.05595
1.38666,-0.71567
1.48553,2.08253
-0.73036,-0.35682
1.02083,-1.03612
1.78012,0.59552
-0.89525,-0.07202
0.66523,-1.54370
1.75502,0.67260
-0.58138,-0.19884
1.15036,-0.97614
2.11975,0.93699
-1.83348,-0.60682
0.34542,-2.35323
1.74300,1.97458
-2.00388,0.94729
1.04694,-0.92805
1.81822,2.05747
-1.32911,-0.06084
1.17857,-0.63391
3.06069,1.31840
-2.31385,0.56374
1.76838,-1.23799
0.28271,3.23965
-0.31493,-0.37102
1.01124,-1.03883
2.25483,1.73791
-1.01255,0.39580
0.85901,0.08317
1.69325,3.59383
-1.00390,-0.00086
0.84134,-0.89826
2.12346,1.96106
-1.32216,0.01668
-0.46588,-2.14778
2.19841,2.62500
-0.43091,0.48820
0.86864,-1.10560
1.21398,1.49925
0.48371,-0.88210
1.29128,-0.51324
2.44994,3.17768
-0.66764,-1.14112
0.71179,-1.03739
1.99554,1.95271
-1.37293,0.19684
0.88947,-1.31536
2.02779,2.03725
-0.54830,0.09692
1.00971,-1.29696
2.46468,0.92281
-1.28221,-0.41261
0.72601,-1.17940
2.20379,2.03820
-1.02571,0.00509
0.32814,-1.71873
1.65065,2.14260
-1.14076,0.67482
0.86004,-1.13720
1.33440,2.27578
-0.15972,-0.18073
0.94380,-0.80942
3.16786,2.73136
-2.03545,-0.72227
0.60141,-1.06363
2.10493,1.81589
-0.96816,0.03220
1.36840,-0.21746
1.00980,2.65381
-0.90780,-0.40120
0.93783,-1.33965
0.59431,1.57775
-1.23721,-0.24192
0.93758,-0.88117
0.93001,1.77162
-1.40848,-0.50257
-0.55321,-1.24176
2.55605,2.20486
1.04697,0.21890
0.91477,-1.22569
1.83167,1.88219
-1.88982,0.51982
1.93364,-0.30462
2.96812,3.37157
0.23513,0.14810
0.38413,-1.16245
-0.07830,1.87561
-0.02056,0.54645
-0.27457,-1.51275
3.02457,2.10149
-1.49951,-1.15861
0.26333,-1.50406
2.85130,2.84616
-3.30565,-0.24331
0.70717,0.10655
2.84408,1.32658
-1.37974,-0.09404
-0.67786,-1.47984
2.08442,2.73074
-0.31763,1.28994
1.49237,0.63372
2.42444,1.98642
-0.74705,0.49989
1.44916,0.03010
1.26585,2.44825
-1.83154,1.48238
-0.14237,-1.52669
1.98419,0.16789
-0.69469,0.37055
1.14384,-1.16807
2.22742,1.74452
-0.54837,-0.87992
0.29839,-1.68698
2.00165,2.01886
-1.09430,-0.88985
1.98288,-2.40701
2.64038,1.88318
-1.33436,-0.14090
0.93442,-0.95049
2.58572,1.16176
-1.76744,0.68578
2.06700,-1.56342
1.84945,2.08697
-1.01278,-0.16978
1.63736,0.37898
1.30745,2.62104
-2.36997,0.80041
0.72878,-1.71843
2.00836,2.83305
-0.81406,-0.04028
1.45737,-1.62395
2.26735,1.03064
-1.34896,-0.22918
1.07360,-0.97391
1.52661,1.76276
0.24930,-0.42548
0.56570,-0.27785
3.31554,2.68513
-2.77518,-0.42637
1.01768,-1.00637
1.56863,1.71342
0.23313,-0.55899
0.05240,-1.47806
1.99329,2.31344
-1.06087,-0.31866
-0.78812,-2.06003
1.39798,0.85963
-0.14749,0.24451
1.66136,-1.81728
2.44280,3.11630
-0.34384,-0.37842
0.81316,-1.30659
1.74367,2.78165
-0.64364,-0.86284
0.50503,-1.04898
2.20655,2.11287
-1.03228,0.06924
0.78056,-1.13937
2.58229,3.14117
-1.14360,0.09219
1.08962,-0.16432
2.13927,1.59077
-0.53199,0.76324
1.27438,-0.94218
0.56301,2.56556
-1.36396,-0.96062
0.04349,-0.70743
1.44011,2.13935
-1.64446,-0.99525
0.86882,-0.47585
1.66524,1.26005
-0.70852,-1.43103
0.70726,-0.53489
1.76008,2.50682
0.65300,0.80602
0.98015,-1.84314
2.13792,1.75305
-0.52390,-0.19940
-0.95721,0.42066
1.82753,1.91635
-0.92071,0.04141
0.22269,1.15313
2.39621,3.93743
-0.52114,0.27267
0.51336,-2.45233
1.61963,2.00047
-1.63315,-1.51587
1.61219,-0.60252
1.20789,3.54134
-1.13718,0.05107
0.65537,-0.18005
1.22023,2.40137
-0.84109,-0.08337
1.09478,-1.36001
1.62437,0.90869
-1.23314,0.59873
0.70533,-1.01702
1.95629,1.81512
-0.74793,0.21735
2.48632,-0.05146
2.46616,1.75592
-0.51442,0.47689
0.86923,-1.15967
2.91928,1.55097
-1.48758,1.07548
1.14863,-0.55557
2.04077,1.98304
-0.59469,0.38391
0.61666,-1.07059
1.78381,2.73118
-1.58466,-0.00112
1.28345,-1.16873
0.31321,2.30591
-0.09109,0.95805
2.10291,-2.61130
1.66031,1.21739
-0.72248,-1.41275
-1.03577,-1.76331
1.71796,2.15806
-1.00885,0.00155
0.85757,0.36129
3.26626,2.75034
-3.45089,-0.47297
0.98285,-1.01327
2.03188,2.05002
-0.98832,-0.08862
0.57075,-1.49498
3.54689,1.67339
-0.83216,-0.66277
0.82645,-1.12432
1.44899,2.14767
-0.73280,0.63243
0.05083,-0.80349
1.10584,1.74798
-1.33385,-0.21387
1.02468,-0.91507
0.86833,2.83153
-1.04550,-0.09001
1.89946,-1.30962
-0.22253,1.53548
-0.33606,0.48240
1.06392,-1.38880
1.76568,1.59978
-1.22817,-0.06567
0.88667,-0.43998
2.03887,2.47886
-0.18095,0.09680
0.94334,-1.31573
1.08297,2.45780
-0.24538,0.04085
1.08382,-1.31670
2.76916,2.48988
-1.87896,-0.52994
0.84505,-1.01482
2.21285,3.02642
-0.83145,-0.69507
0.43276,-0.05015
1.61320,1.89092
-1.65746,-1.05395
0.79397,-0.42051
3.22978,1.19990
-1.18929,0.82273
1.40832,-0.92664
2.49521,1.74369
-1.26011,-1.10409
0.32007,0.56183
0.52894,2.47918
-0.29952,-0.84001
1.70389,-1.55575
2.84225,0.49749
-0.51606,-0.00365
3.26776,-3.37515
1.26358,1.81720
-2.30265,0.54532
1.80868,-1.08048
3.80664,2.00420
-1.34491,0.71063
1.45447,0.16686
1.34361,2.42568
-1.17687,0.14955
1.00272,-0.75450
2.59900,0.42841
-1.10127,0.73476
0.71492,-0.52863
2.89308,2.22466
0.26484,0.28754
1.11303,-1.68314
2.48755,1.87473
-1.54639,0.43965
1.08544,-0.42181
1.64581,2.70216
-0.60169,-0.04500
0.43143,-0.70893
1.95586,1.92362
-1.41311,-0.26601
0.55304,0.03601
2.63901,2.07685
-1.00825,-0.04863
0.90147,0.67340
1.82803,2.85411
-0.75510,-0.78036
-0.41706,0.12390
1.63638,2.44936
-1.78194,-0.41259
0.92104,-1.15667
2.12390,1.93287
-0.52840,0.39343
2.79683,-0.13062
2.87406,3.36921
-0.75304,1.19197
0.04392,-0.46725
3.55649,2.74200
-1.14527,-0.45841
0.69078,-2.75895
2.02401,1.56937
-0.35915,0.21861
2.73257,-0.89200
2.05907,0.65859
-2.47870,0.89193
0.81752,-1.05523
1.96230,1.51053
-1.89818,-1.16466
0.88273,-1.23358
2.86063,1.75545
-1.99922,0.96832
0.73914,-1.18139
2.30580,2.85704
-0.86601,-1.23080
0.76147,-0.40295
1.16072,1.30061
-2.24621,0.36904
0.65063,-2.72795
-0.02901,1.83826
-1.18485,-0.15074
0.99517,-1.05016
1.31951,2.35853
-0.42339,-1.84826
1.18062,-0.96934
2.89075,2.46212
-0.92012,0.70767
1.04339,-1.04404
1.95512,1.06432
-2.16824,-0.41105
0.73539,-1.93744
2.57514,2.42909
0.23272,-0.43118
1.83470,-2.05281
1.58879,2.28317
-1.32833,0.11144
-0.07363,-1.06257
1.56386,2.95899
-0.41004,0.36874
1.33435,-0.52580
2.47101,1.71564
-1.41903,0.53727
1.62809,-0.87891
2.00288,2.00619
2.29761,1.72205
1.13664,-2.31542
-0.97399,2.74315
1.61892,-0.06285
0.81331,-2.17347
2.31673,2.34469
-0.53243,0.01714
1.34071,0.16628
2.12738,1.67827
-0.82379,-0.37961
1.49611,-1.38214
1.79986,3.42083
-1.01295,0.12361
0.27295,1.11182
1.92770,2.03441
-0.49351,-0.67820
0.07835,-1.19308
1.66387,2.53917
-1.24184,0.02621
0.84680,-0.52390
2.89487,1.00103
-1.64943,-1.03498
0.81087,-0.44266
3.23075,1.53245
-2.02537,-0.80398
1.97181,-1.10411
2.03451,1.77459
-3.21874,-0.87315
-0.00843,-1.20508
1.21613,2.23072
-1.03030,-1.18253
1.00205,-1.10387
2.17867,2.03197
-0.67399,0.17117
0.69827,-0.60215
0.85128,2.36049
-1.00250,0.00890
0.89689,-0.26864
1.75016,1.18156
-2.04828,-0.73339
0.93798,-0.98593
1.94521,1.78200
-0.66852,-0.50456
0.52437,-1.54460
1.48338,0.79102
-1.99335,0.21942
0.67799,-1.40808
2.39875,3.40980
-1.34044,-0.05243
0.99571,0.21402
2.49580,2.41765
-1.51646,-0.89953
2.34645,-0.25850
1.07932,3.97626
-0.35005,0.64772
1.07647,-1.18320
2.76967,2.22885
-1.12720,0.18267
2.35702,-1.39430
2.26431,2.15757
-0.04825,0.52810
1.60066,-0.72965
2.06047,2.02465
-0.67381,0.01199
1.10410,-2.24517
2.28508,2.66757
-0.90173,0.01555
0.78383,-0.85113
1.17534,2.79454
-0.89269,0.17962
1.34798,-1.50479
1.74746,1.34102
0.35224,0.15743
1.81227,-0.94001
0.80916,0.96742
-0.97157,-0.01131
1.17346,0.32603
1.69839,2.07378
-1.35272,-0.14608
0.75369,-0.27535
1.52271,1.98174
-1.32532,-0.22282
0.69997,-0.70503
1.64707,0.82933
-0.66158,-0.23361
1.24760,-0.72209
3.02253,1.46720
-1.37386,-0.10119
0.91190,-0.86285
2.19684,2.06454
-1.78204,-0.61996
1.57672,-0.81352
2.08982,1.34854
-0.36836,1.40726
1.17182,-0.48241
2.50694,1.53644
-0.63871,-0.53124
-0.69932,-0.92859
2.77418,3.18106
-1.12937,-0.04800
2.08656,-0.76158
2.41420,2.79623
-1.42052,0.77981
1.17018,-1.01243
1.96075,2.20124
-1.54457,0.29425
0.84601,-1.08674
2.18992,2.42090
-0.55832,-1.19262
1.10544,-1.74893
2.25292,1.28268
-1.69164,0.25244
0.79715,-0.02466
1.98710,1.97746
-0.91458,0.18005
0.83015,-0.15996
1.81563,1.45157
0.13485,-0.63629
1.04960,-0.92518
1.37857,1.80329
-1.15989,-1.20594
1.04362,-1.09805
0.41163,2.30979
-0.83377,0.18069
1.36441,-0.59169
1.98223,2.06424
-0.83424,0.24333
-0.24043,-2.14138
1.86426,2.86383
-0.91548,-0.01483
1.43817,-0.87929
1.14941,3.43567
-0.85720,0.06055
0.93245,-1.05705
1.93687,1.69709
-1.15912,-0.99160
1.56315,-0.99075
1.32910,2.56590
-0.55190,0.84626
1.06165,-2.49686
2.98984,1.43108
-1.37591,-0.29568
1.27465,-2.76007
2.64202,2.98838
-0.53099,1.03597
0.69242,-1.14661
1.48698,1.32008
-0.39996,0.16710
1.13764,-0.89470
2.35158,1.82608
0.23335,0.06096
0.77993,-1.12971
0.58153,1.31991
-0.97854,-0.14322
-0.16001,-0.79589
2.08287,1.92334
-2.05951,-0.30263
1.00588,-1.16938
2.69496,2.58790
1.19017,0.31998
-0.09685,-1.03569
2.13992,1.79727
-1.06303,0.36123
1.62326,-1.35435
2.11793,1.57847
0.10017,0.57595
0.57692,-2.35103
2.79696,2.94992
-0.97857,-0.00472
0.88236,-0.82440
1.97079,1.87982
-0.96579,0.08078
1.65914,-0.01138
1.53282,2.04106
0.11526,0.09815
0.82984,-1.80133
2.07069,1.95759
-0.93418,-0.06709
1.02964,-1.11350
2.19720,2.24429
-1.17314,0.00880
0.20974,-0.63194
2.25783,3.21011
-1.26302,-0.40732
0.88121,-1.14145
2.71035,1.85444
-0.79226,-0.41369
1.67281,-1.01410
1.92879,0.86213
-0.98292,-0.04757
0.03858,-2.71329
1.49242,2.72279
0.16665,0.10146
1.37077,-1.27336
2.84989,2.73190
-1.13593,1.28900
0.39930,-0.76349
2.54017,2.52685
-1.78397,-1.11070
1.03720,-0.79415
1.14619,1.31121
-0.75747,0.30365
-0.04342,-0.98071
1.99540,1.92310
-1.20501,0.71104
1.00273,-0.78473
1.80744,2.04202
1.82768,-1.05588
1.04676,-0.62587
1.11634,2.70633
-0.79198,0.17404
1.11508,-1.05955
2.27572,1.97013
-1.36776,0.80747
2.68454,-0.73117
1.90507,3.06517
-1.32788,0.12769
1.27517,-1.08456
2.18700,1.88989
-0.93057,-0.08858
1.02785,-0.06077
1.43357,0.65243
-0.83651,0.12551
0.75535,-0.86621
2.56136,2.10860
-1.21639,0.22746
1.76571,-0.65643
1.99738,2.08974
-1.41397,0.22522
0.56043,0.05109
1.25521,-0.26290
-1.23720,0.02198
0.45162,-1.13417
2.06202,2.31597
-0.88803,-0.13065
1.12803,-0.90924
1.74137,1.45509
-1.02217,0.01040
1.23137,-1.18780
1.19054,4.25113
-0.93325,0.28358
1.06001,-0.99595
1.71604,2.17441
-0.70092,0.05464
0.91085,-1.43195
1.94644,2.12011
0.09856,-0.45059
0.71808,-1.84337
2.28589,2.13360
-0.83061,1.28484
0.38857,-1.07914
2.05982,2.67280
-1.28229,1.11900
1.01081,-1.05502
2.69972,2.68472
0.12835,0.16756
0.80677,-1.27758
2.37419,2.48950
0.17389,0.71864
0.92309,-1.69401
1.72807,2.06998
-0.85632,-0.15770
0.51491,-1.36521
1.81802,1.00453
-0.78100,0.62741
0.82691,-1.08524
2.59514,1.73380
-0.76266,-0.21644
0.49304,-1.44477
2.99490,1.58079
-0.85952,-0.06740
0.50237,-1.54198
2.88857,2.00629
-0.74862,0.00597
0.98513,-1.56564
2.02921,1.99771
-1.01737,-1.74130
0.91811,-1.35735
1.50118,1.78981
-2.10044,-1.88090
0.70956,-1.60339
1.82820,1.49341
-2.35599,0.90474
0.90483,-0.95350
1.74405,2.28650
-0.89031,-0.16505
0.51841,-0.94476
1.77375,1.78374
-0.97230,-0.00394
0.05676,-2.64368
2.28799,1.83728
-1.71104,1.51063
0.89585,-0.93010
1.61337,2.71102
-1.04560,0.68440
0.96059,-0.91323
1.86432,2.14195
-0.44541,-0.73411
0.22453,-0.82660
1.92682,1.21634
-0.90830,-0.11077
1.13653,-1.29387
1.65504,1.26788
-1.77815,-0.04303
1.73815,-0.18348
2.32856,2.11588
-1.02718,0.02484
1.20318,-3.71762
2.44979,0.41550
-1.54630,0.13389
1.68128,-0.72972
1.78778,3.34650
-0.67030,0.54225
0.74197,-1.28377
2.25426,1.62471
-1.05901,0.43417
0.46839,-0.16599
0.71104,2.47836
-2.79817,0.65742
1.03606,-0.97057
2.46908,1.86411
-1.61325,-0.15602
1.18806,-1.86608
1.88298,2.12589
0.45630,0.47763
0.94508,-0.98573
3.39539,3.74455
-1.73436,-0.67545
0.83331,-0.29488
0.36821,2.34471
-1.55941,0.38440
1.49228,0.02659
2.03932,1.21508
-1.34746,-0.04783
1.18054,-1.07603
1.99689,1.98516
-1.01575,-0.04626
1.49682,-1.46944
2.39871,1.45621
-0.54935,0.32927
2.30984,0.50038
2.51420,1.29173
-1.04140,0.06885
0.88808,-0.69408
2.13979,1.98256
-1.57284,-0.67021
1.81974,-1.25350
1.44346,2.25224
-0.69256,-0.87950
0.15493,-0.33888
2.01714,2.00340
-2.23764,-1.43318
0.91061,-1.00552
5.21498,0.92959
-0.63777,-0.32008
0.86149,-1.20053
2.00457,2.68833
-0.73288,-0.20103
-0.02490,-0.99024
2.24765,1.60792
-0.54878,0.60268
0.16084,0.06309
3.18361,1.70943
-0.93842,-0.04966
1.42179,-0.36582
2.79337,2.05605
-0.41297,0.25840
0.02076,-0.99683
1.27167,1.84928
-1.25823,0.10044
0.46488,-1.70678
2.16735,2.29851
-0.90844,0.87274
-1.10668,-1.56341
2.15829,2.02322
-1.14566,-0.09687
1.47943,-0.81462
0.75843,1.73320
-1.21928,1.11211
1.03944,-0.35182
2.14012,1.16449
-0.60842,-0.77382
2.48197,-1.58899
1.32808,1.30316
-1.39559,0.33706
0.60517,-0.82017
1.08560,0.50136
-0.58391,0.13770
1.05070,-1.00194
2.42192,1.28057
-0.09761,0.68945
0.92998,-1.29339
2.03197,0.64275
-1.03097,-0.66530
0.93386,-0.80422
2.68037,1.24566
-1.33420,-1.79671
1.29591,-0.41244
3.83538,1.49523
-0.35794,0.68474
0.47089,-1.13992
3.66150,1.49264
-1.53626,1.04012
0.68166,-2.11441
2.11444,2.69570
-0.87027,-0.08154
0.20158,-1.82907
2.50386,2.32027
-1.04365,-0.66627
1.12461,-1.29191
1.29328,2.98588
0.68581,-0.18035
1.26319,-1.40907
3.17914,0.50672
